Item,CCI,contributor,/cci_items/cci_item/definition,Note,Parameter,publishdate,creator,index,location,title,version,status,Type,publishdate2,version2
2568,CCI-002870,DISA FSO,The organization schedules repairs on information system components in accordance with manufacturer or vendor specifications and/or organizational requirements.,,,7/22/13,NIST,MA-2 a,http://csrc.nist.gov/publications/PubsSPs.html,NIST SP 800-53 Revision 4,4,draft,,5/14/14,5/14/14
2568,CCI-002870,DISA FSO,The organization schedules repairs on information system components in accordance with manufacturer or vendor specifications and/or organizational requirements.,,,7/22/13,,,,,,draft,policy,5/14/14,5/14/14
2569,CCI-002871,DISA FSO,The organization performs repairs on information system components in accordance with manufacturer or vendor specifications and/or organizational requirements.,,,7/22/13,NIST,MA-2 a,http://csrc.nist.gov/publications/PubsSPs.html,NIST SP 800-53 Revision 4,4,draft,,5/14/14,5/14/14
2569,CCI-002871,DISA FSO,The organization performs repairs on information system components in accordance with manufacturer or vendor specifications and/or organizational requirements.,,,7/22/13,,,,,,draft,policy,5/14/14,5/14/14
2570,CCI-002872,DISA FSO,The organization documents repairs on information system components in accordance with manufacturer or vendor specifications and/or organizational requirements.,,,7/22/13,NIST,MA-2 a,http://csrc.nist.gov/publications/PubsSPs.html,NIST SP 800-53 Revision 4,4,draft,,5/14/14,5/14/14
2570,CCI-002872,DISA FSO,The organization documents repairs on information system components in accordance with manufacturer or vendor specifications and/or organizational requirements.,,,7/22/13,,,,,,draft,policy,5/14/14,5/14/14
2571,CCI-002873,DISA FSO,The organization reviews records of repairs on information system components in accordance with manufacturer or vendor specifications and/or organizational requirements.,,,7/22/13,NIST,MA-2 a,http://csrc.nist.gov/publications/PubsSPs.html,NIST SP 800-53 Revision 4,4,draft,,5/14/14,5/14/14
2571,CCI-002873,DISA FSO,The organization reviews records of repairs on information system components in accordance with manufacturer or vendor specifications and/or organizational requirements.,,,7/22/13,,,,,,draft,policy,5/14/14,5/14/14
2572,CCI-002874,DISA FSO,The organization defines the personnel or roles who can explicitly approve the removal of the information system or system components from organizational facilities for off-site maintenance or repairs.,,,7/22/13,NIST,MA-2 c,http://csrc.nist.gov/publications/PubsSPs.html,NIST SP 800-53 Revision 4,4,draft,,5/14/14,5/14/14
2572,CCI-002874,DISA FSO,The organization defines the personnel or roles who can explicitly approve the removal of the information system or system components from organizational facilities for off-site maintenance or repairs.,,,7/22/13,,,,,,draft,policy,5/14/14,5/14/14
2573,CCI-002875,DISA FSO,The organization includes organization-defined maintenance-related information in organizational maintenance records.,,,7/22/13,NIST,MA-2 f,http://csrc.nist.gov/publications/PubsSPs.html,NIST SP 800-53 Revision 4,4,draft,,5/14/14,5/14/14
2573,CCI-002875,DISA FSO,The organization includes organization-defined maintenance-related information in organizational maintenance records.,,,7/22/13,,,,,,draft,policy,5/14/14,5/14/14
2574,CCI-002876,DISA FSO,The organization defines the maintenance-related information to include in organizational maintenance records.,,,7/22/13,NIST,MA-2 f,http://csrc.nist.gov/publications/PubsSPs.html,NIST SP 800-53 Revision 4,4,draft,,5/14/14,5/14/14
2574,CCI-002876,DISA FSO,The organization defines the maintenance-related information to include in organizational maintenance records.,,,7/22/13,,,,,,draft,policy,5/14/14,5/14/14
2575,CCI-002905,DISA FSO,"The organization employs automated mechanisms to schedule, conduct, and document maintenance.",,,8/12/13,NIST,MA-2 (2) (a),http://csrc.nist.gov/publications/PubsSPs.html,NIST SP 800-53 Revision 4,4,draft,,5/14/14,5/14/14
2575,CCI-002905,DISA FSO,"The organization employs automated mechanisms to schedule, conduct, and document maintenance.",,,8/12/13,,,,,,draft,policy,5/14/14,5/14/14
2576,CCI-002877,DISA FSO,The organization prevents the unauthorized removal of maintenance equipment containing organizational information by verifying that there is no organizational information contained on the equipment.,,,7/22/13,NIST,MA-3 (3) (a),http://csrc.nist.gov/publications/PubsSPs.html,NIST SP 800-53 Revision 4,4,deprecated,,5/14/14,5/14/14
2576,CCI-002877,DISA FSO,The organization prevents the unauthorized removal of maintenance equipment containing organizational information by verifying that there is no organizational information contained on the equipment.,,,7/22/13,,,,,,deprecated,policy,5/14/14,5/14/14
2577,CCI-002878,DISA FSO,The organization prevents the unauthorized removal of maintenance equipment containing organizational information by sanitizing or destroying the equipment.,,,7/22/13,NIST,MA-3 (3) (b),http://csrc.nist.gov/publications/PubsSPs.html,NIST SP 800-53 Revision 4,4,deprecated,,5/14/14,5/14/14
2577,CCI-002878,DISA FSO,The organization prevents the unauthorized removal of maintenance equipment containing organizational information by sanitizing or destroying the equipment.,,,7/22/13,,,,,,deprecated,policy,5/14/14,5/14/14
2578,CCI-002879,DISA FSO,The organization prevents the unauthorized removal of maintenance equipment containing organizational information by retaining the equipment within the facility.,,,7/22/13,NIST,MA-3 (3) (c),http://csrc.nist.gov/publications/PubsSPs.html,NIST SP 800-53 Revision 4,4,deprecated,,5/14/14,5/14/14
2578,CCI-002879,DISA FSO,The organization prevents the unauthorized removal of maintenance equipment containing organizational information by retaining the equipment within the facility.,,,7/22/13,,,,,,deprecated,policy,5/14/14,5/14/14
2579,CCI-002880,DISA FSO,The organization prevents the unauthorized removal of maintenance equipment containing organizational information by retaining the equipment within the facility.,,,7/22/13,NIST,MA-3 (3) (c),http://csrc.nist.gov/publications/PubsSPs.html,NIST SP 800-53 Revision 4,4,deprecated,,5/14/14,5/14/14
2579,CCI-002880,DISA FSO,The organization prevents the unauthorized removal of maintenance equipment containing organizational information by retaining the equipment within the facility.,,,7/22/13,,,,,,deprecated,policy,5/14/14,5/14/14
2580,CCI-002881,DISA FSO,The organization prevents the unauthorized removal of maintenance equipment containing organizational information by obtaining an exemption from organization-defined personnel or roles explicitly authorizing removal of the equipment from the facility.,,,7/22/13,NIST,MA-3 (3) (d),http://csrc.nist.gov/publications/PubsSPs.html,NIST SP 800-53 Revision 4,4,deprecated,,5/14/14,5/14/14
2580,CCI-002881,DISA FSO,The organization prevents the unauthorized removal of maintenance equipment containing organizational information by obtaining an exemption from organization-defined personnel or roles explicitly authorizing removal of the equipment from the facility.,,,7/22/13,,,,,,deprecated,policy,5/14/14,5/14/14
2581,CCI-002882,DISA FSO,The organization defines the personnel or roles who can provide an exemption that explicitly authorizes removal of equipment from the facility.,,,7/22/13,NIST,MA-3 (3) (d),http://csrc.nist.gov/publications/PubsSPs.html,NIST SP 800-53 Revision 4,4,draft,,5/14/14,5/14/14
2581,CCI-002882,DISA FSO,The organization defines the personnel or roles who can provide an exemption that explicitly authorizes removal of equipment from the facility.,,,7/22/13,,,,,,draft,policy,5/14/14,5/14/14
2582,CCI-002883,DISA FSO,The information system restricts the use of maintenance tools to authorized personnel only.,,,7/22/13,NIST,MA-3 (4),http://csrc.nist.gov/publications/PubsSPs.html,NIST SP 800-53 Revision 4,4,draft,,5/14/14,5/14/14
2582,CCI-002883,DISA FSO,The information system restricts the use of maintenance tools to authorized personnel only.,,,7/22/13,,,,,,draft,technical,5/14/14,5/14/14
2583,CCI-002884,DISA FSO,The organization audits nonlocal maintenance and diagnostic sessions' organization-defined audit events.,,,7/22/13,NIST,MA-4 (1) (a),http://csrc.nist.gov/publications/PubsSPs.html,NIST SP 800-53 Revision 4,4,draft,,5/14/14,5/14/14
2583,CCI-002884,DISA FSO,The organization audits nonlocal maintenance and diagnostic sessions' organization-defined audit events.,,,7/22/13,,,,,,draft,technical,5/14/14,5/14/14
2584,CCI-002885,DISA FSO,The organization defines the nonlocal maintenance and diagnostic session audit events to audit.,,,7/22/13,NIST,MA-4 (1) (a),http://csrc.nist.gov/publications/PubsSPs.html,NIST SP 800-53 Revision 4,4,draft,,5/14/14,5/14/14
2584,CCI-002885,DISA FSO,The organization defines the nonlocal maintenance and diagnostic session audit events to audit.,,,7/22/13,,,,,,draft,policy,5/14/14,5/14/14
2585,CCI-002886,DISA FSO,The organization reviews the records of the nonlocal maintenance and diagnostic sessions.,,,7/22/13,NIST,MA-4 (1) (b),http://csrc.nist.gov/publications/PubsSPs.html,NIST SP 800-53 Revision 4,4,draft,,5/14/14,5/14/14
2585,CCI-002886,DISA FSO,The organization reviews the records of the nonlocal maintenance and diagnostic sessions.,,,7/22/13,,,,,,draft,policy,5/14/14,5/14/14
2586,CCI-002887,DISA FSO,The organization defines the authenticators that are replay resistant which will be employed to protect nonlocal maintenance sessions.,,,7/22/13,NIST,MA-4 (4) (a),http://csrc.nist.gov/publications/PubsSPs.html,NIST SP 800-53 Revision 4,4,draft,,5/14/14,5/14/14
2586,CCI-002887,DISA FSO,The organization defines the authenticators that are replay resistant which will be employed to protect nonlocal maintenance sessions.,,,7/22/13,,,,,,draft,policy,5/14/14,5/14/14
2587,CCI-002888,DISA FSO,The organization defines the personnel or roles authorized to approve each nonlocal maintenance session.,,,7/22/13,NIST,MA-4 (5) (a),http://csrc.nist.gov/publications/PubsSPs.html,NIST SP 800-53 Revision 4,4,draft,,5/14/14,5/14/14
2587,CCI-002888,DISA FSO,The organization defines the personnel or roles authorized to approve each nonlocal maintenance session.,,,7/22/13,,,,,,draft,policy,5/14/14,5/14/14
2588,CCI-002889,DISA FSO,The organization notifies organization-defined personnel or roles of the date and time of planned nonlocal maintenance.,,,7/22/13,NIST,MA-4 (5) (b),http://csrc.nist.gov/publications/PubsSPs.html,NIST SP 800-53 Revision 4,4,draft,,5/14/14,5/14/14
2588,CCI-002889,DISA FSO,The organization notifies organization-defined personnel or roles of the date and time of planned nonlocal maintenance.,,,7/22/13,,,,,,draft,policy,5/14/14,5/14/14
2589,CCI-002890,DISA FSO,The information system implements cryptographic mechanisms to protect the integrity of nonlocal maintenance and diagnostic communications.,,,7/22/13,NIST,MA-4 (6),http://csrc.nist.gov/publications/PubsSPs.html,NIST SP 800-53 Revision 4,4,draft,,5/14/14,5/14/14
2589,CCI-002890,DISA FSO,The information system implements cryptographic mechanisms to protect the integrity of nonlocal maintenance and diagnostic communications.,,,7/22/13,,,,,,draft,technical,5/14/14,5/14/14
2590,CCI-002891,DISA FSO,The information system implements remote disconnect verification at the termination of nonlocal maintenance and diagnostic sessions.,,,7/22/13,NIST,MA-4 (7),http://csrc.nist.gov/publications/PubsSPs.html,NIST SP 800-53 Revision 4,4,draft,,5/14/14,5/14/14
2590,CCI-002891,DISA FSO,The information system implements remote disconnect verification at the termination of nonlocal maintenance and diagnostic sessions.,,,7/22/13,,,,,,draft,technical,5/14/14,5/14/14
2591,CCI-003123,DISA FSO,The information system implements cryptographic mechanisms to protect the confidentiality of nonlocal maintenance and diagnostic communications.,,,9/24/13,NIST,MA-4 (6),http://csrc.nist.gov/publications/PubsSPs.html,NIST SP 800-53 Revision 4,4,draft,,5/14/14,5/14/14
2591,CCI-003123,DISA FSO,The information system implements cryptographic mechanisms to protect the confidentiality of nonlocal maintenance and diagnostic communications.,,,9/24/13,,,,,,draft,technical,5/14/14,5/14/14
2592,CCI-002892,DISA FSO,"The organization develops and implements alternate security safeguards in the event an information system component cannot be sanitized, removed, or disconnected from the system.",,,7/22/13,NIST,MA-5 (1) (b),http://csrc.nist.gov/publications/PubsSPs.html,NIST SP 800-53 Revision 4,4,draft,,5/14/14,5/14/14
2592,CCI-002892,DISA FSO,"The organization develops and implements alternate security safeguards in the event an information system component cannot be sanitized, removed, or disconnected from the system.",,,7/22/13,,,,,,draft,policy,5/14/14,5/14/14
